GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
Countries,PHL,Philippines,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PHL,Philippines,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,2349776,2156297,92
Countries,PHL,Philippines,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PHL,Philippines,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PHL,Philippines,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,2569288,2109685,92
Countries,PHL,Philippines,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,2518127,2046040,92
Countries,PHL,Philippines,2004,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PHL,Philippines,2003,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PHL,Philippines,2003,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,2459795,1348433,87
Countries,PHL,Philippines,2002,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,2403000,1719551,82
Countries,PHL,Philippines,2002,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PHL,Philippines,2001,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PHL,Philippines,2001,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,2337777,1422348,81
Countries,PHL,Philippines,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
Countries,PHL,Philippines,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PHL,Philippines,2020,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,72
Countries,PHL,Philippines,2020,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,68
Countries,PHL,Philippines,2019,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,68.04
Countries,PHL,Philippines,2019,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,73.11
Countries,PHL,Philippines,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,67
Countries,PHL,Philippines,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,59
Countries,PHL,Philippines,2017,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,80
Countries,PHL,Philippines,2017,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,89
Countries,PHL,Philippines,2016,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,66
Countries,PHL,Philippines,2016,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80
Countries,PHL,Philippines,2015,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,82
Countries,PHL,Philippines,2015,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,67
Countries,PHL,Philippines,2014,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,59
Countries,PHL,Philippines,2014,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,79
Countries,PHL,Philippines,2013,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,87
Countries,PHL,Philippines,2013,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,54
Countries,PHL,Philippines,2012,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,87
Countries,PHL,Philippines,2012,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,42
Countries,PHL,Philippines,2011,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,36
Countries,PHL,Philippines,2011,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,87
Countries,PHL,Philippines,2010,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,10
Countries,PHL,Philippines,2010,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80
Countries,PHL,Philippines,2009,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,88
Countries,PHL,Philippines,2009,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,58
Countries,PHL,Philippines,2008,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,PHL,Philippines,2008,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,92
Countries,PHL,Philippines,2007,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,PHL,Philippines,2007,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,92
Countries,PHL,Philippines,2006,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,PHL,Philippines,2006,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,92
Countries,PHL,Philippines,2005,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,PHL,Philippines,2005,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,92
Countries,PHL,Philippines,2004,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,92
Countries,PHL,Philippines,2004,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,PHL,Philippines,2003,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,PHL,Philippines,2003,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,87
Countries,PHL,Philippines,2002,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,PHL,Philippines,2002,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,82
Countries,PHL,Philippines,2001,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,PHL,Philippines,2001,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,81
Countries,PHL,Philippines,2000,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80
Countries,PHL,Philippines,2000,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,PHL,Philippines,2020,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,68
Countries,PHL,Philippines,2020,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,72
Countries,PHL,Philippines,2019,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,73
Countries,PHL,Philippines,2019,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,68
Countries,PHL,Philippines,2018,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,75
Countries,PHL,Philippines,2018,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,67
Countries,PHL,Philippines,2017,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,78
Countries,PHL,Philippines,2017,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,67
Countries,PHL,Philippines,2016,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,80
Countries,PHL,Philippines,2016,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,66
Countries,PHL,Philippines,2015,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,67
Countries,PHL,Philippines,2015,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,82
Countries,PHL,Philippines,2014,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,79
Countries,PHL,Philippines,2014,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,59
Countries,PHL,Philippines,2013,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,87
Countries,PHL,Philippines,2013,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,54
Countries,PHL,Philippines,2012,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,42
Countries,PHL,Philippines,2012,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,87
Countries,PHL,Philippines,2011,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,36
Countries,PHL,Philippines,2011,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,87
Countries,PHL,Philippines,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,80
Countries,PHL,Philippines,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,10
Countries,PHL,Philippines,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,88
Countries,PHL,Philippines,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,19
Countries,PHL,Philippines,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
Countries,PHL,Philippines,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,PHL,Philippines,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,PHL,Philippines,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
Countries,PHL,Philippines,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,PHL,Philippines,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
Countries,PHL,Philippines,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,PHL,Philippines,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
Countries,PHL,Philippines,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,PHL,Philippines,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
Countries,PHL,Philippines,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,87
Countries,PHL,Philippines,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,PHL,Philippines,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,PHL,Philippines,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,82
Countries,PHL,Philippines,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,81
Countries,PHL,Philippines,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,PHL,Philippines,2000,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,PHL,Philippines,2000,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,78
Countries,POL,Poland,2020,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,330467,265405,80.31
Countries,POL,Poland,2020,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,369923,352538,95.3
Countries,POL,Poland,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,402300,371687,92.4
Countries,POL,Poland,2018,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,378311,351587,92.9
Countries,POL,Poland,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,366647,344687,94
Countries,POL,Poland,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,376521,350250,93
Countries,POL,Poland,2016,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,359807,336060,93.4
Countries,POL,Poland,2016,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,366927,350451,95.5
Countries,POL,Poland,2015,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,96
Countries,POL,Poland,2015,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,94
Countries,POL,Poland,2014,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,95
Countries,POL,Poland,2014,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,97
Countries,POL,Poland,2013,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,380349,370876,97.5
Countries,POL,Poland,2013,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,332598,309837,93.2
Countries,POL,Poland,2012,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,337737,319971,94.7
Countries,POL,Poland,2012,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,403641,395536,97.9
Countries,POL,Poland,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,98
Countries,POL,Poland,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,95
Countries,POL,Poland,2010,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,361771,339301,93.8
Countries,POL,Poland,2010,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,405915,398429,98.2
Countries,POL,Poland,2009,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,365428,345563,94.6
Countries,POL,Poland,2009,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,381629,375221,98
Countries,POL,Poland,2008,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,97
Countries,POL,Poland,2008,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,98
Countries,POL,Poland,2007,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,354535,348402,98
Countries,POL,Poland,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,393102,386949,98.4
Countries,POL,Poland,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,411908,407463,98.9
Countries,POL,Poland,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,346388,340059,99
Countries,POL,Poland,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,381759,345010,90.4
Countries,POL,Poland,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,342653,336523,98.2
Countries,POL,Poland,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,97
Countries,POL,Poland,2004,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,398169,380699,95.6
Countries,POL,Poland,2003,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,97.5
Countries,POL,Poland,2003,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,415981,402750,96.8
Countries,POL,Poland,2002,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,428357,414508,96.8
Countries,POL,Poland,2002,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,371635,362567,97.6
Countries,POL,Poland,2001,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,455535,438795,96.3
Countries,POL,Poland,2001,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,374959,364620,97.2
Countries,POL,Poland,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,386441,376252,97.4
Countries,POL,Poland,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,474659,456697,96.2
Countries,POL,Poland,2020,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95.3
Countries,POL,Poland,2020,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80.31
Countries,POL,Poland,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,92.9
Countries,POL,Poland,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,92.4
Countries,POL,Poland,2017,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,93
Countries,POL,Poland,2017,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,94
Countries,POL,Poland,2016,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,93.4
Countries,POL,Poland,2016,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95.5
Countries,POL,Poland,2015,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,96
Countries,POL,Poland,2015,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94
Countries,POL,Poland,2014,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95
Countries,POL,Poland,2014,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
Countries,POL,Poland,2013,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97.5
Countries,POL,Poland,2013,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,93.2
Countries,POL,Poland,2012,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97.9
Countries,POL,Poland,2012,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94.7
Countries,POL,Poland,2011,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
Countries,POL,Poland,2011,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95
Countries,POL,Poland,2010,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,93.8
Countries,POL,Poland,2010,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98.2
Countries,POL,Poland,2009,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
Countries,POL,Poland,2009,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94.6
Countries,POL,Poland,2008,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,97
Countries,POL,Poland,2008,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
Countries,POL,Poland,2007,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,98.4
Countries,POL,Poland,2007,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
Countries,POL,Poland,2006,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99
Countries,POL,Poland,2006,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,98.9
Countries,POL,Poland,2005,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,90.4
Countries,POL,Poland,2005,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
Countries,POL,Poland,2004,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,96
Countries,POL,Poland,2004,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97.4
Countries,POL,Poland,2003,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,96.8
Countries,POL,Poland,2003,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
Countries,POL,Poland,2002,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,96.8
Countries,POL,Poland,2002,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
Countries,POL,Poland,2001,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
Countries,POL,Poland,2000,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
Countries,POL,Poland,2000,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,96.2
Countries,POL,Poland,2020,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,80
Countries,POL,Poland,2020,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,POL,Poland,2019,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
Countries,POL,Poland,2019,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,POL,Poland,2018,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
Countries,POL,Poland,2018,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,POL,Poland,2017,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,POL,Poland,2017,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
Countries,POL,Poland,2016,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,POL,Poland,2016,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,POL,Poland,2015,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,POL,Poland,2015,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
Countries,POL,Poland,2014,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,POL,Poland,2014,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,POL,Poland,2013,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,POL,Poland,2013,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,POL,Poland,2012,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,POL,Poland,2012,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,POL,Poland,2011,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,POL,Poland,2011,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,POL,Poland,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
Countries,POL,Poland,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,POL,Poland,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,POL,Poland,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,POL,Poland,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,POL,Poland,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,POL,Poland,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,POL,Poland,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,POL,Poland,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,POL,Poland,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,POL,Poland,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,90
Countries,POL,Poland,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,POL,Poland,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,POL,Poland,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,POL,Poland,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,POL,Poland,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,POL,Poland,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,POL,Poland,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,POL,Poland,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,POL,Poland,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
